メニュー名,カロリー,タンパク質,脂質,炭水化物,塩分,赤,緑,黄
（小）ライス 130g,221,3.9,0,48.1,0,0,0,2.8
（中）ライス 200g,340,6,0,74,0,0,0,4.3
（大）ライス 270g,459,8.1,0,99.9,0,0,0,5.7
（ミニ）ライス 100g,170,3,0,37,0,0,0,2.1
（特大）ライス 340g,578,10.2,0,125.8,0,0,0,7.2
（小）麦ご飯 130g,206,3.5,0.1,45.4,0,0,0,2.6
（中）麦ご飯 200g,316,5.4,0.1,69.8,0,0,0,4
（大）麦ご飯 270g,436,7.5,0.2,96.3,0,0,0,5.6
（ミニ）麦ご飯 100g,164,2.8,0.1,36.2,0,0,0,2.1
（特大）麦ご飯 340g,551,9.5,0.2,121.7,0,0,0,7.1
